"Name","LastKnownName","UEN","SocietyRegisteredAddress","RegisteredDate"
"University Mountaineering Club (NTU)","","S91SS0101A","42 Nanyang Avenue, Nanyang Technological University (NTU) c/o Student Affairs Office Administration Annex Level 6, Singapore 639798","1991-11-12"
"University of California, Los Angeles Association (Singapore)","","T02SS0116A","90 JELLICOE ROAD, #38-28 Citylights, Singapore 208749","2002-07-31"
"University of Glasgow Alumni (Singapore)","","S94SS0097B","545 Orchard Road, #04-04 Far East Shopping Centre, Singapore 238882","1994-10-24"
"University of Illinois Alumni Association (Singapore Chapter)","","T05SS0186G","164 Bukit Merah Central, #04-3643 , Singapore 150164","2005-09-03"
"University of Manchester Alumni Association (Singapore)","","T04SS0103G","1 Philip Street, #07-00 , Singapore 048692","2004-05-04"
"University of Melbourne Alumni Association (Singapore)","","S93SS0103C","101 Cecil Street, #26-08 Tong Eng Building, Singapore 069533","1993-06-14"
"University of Michigan Alumni (Singapore)","","S95SS0087B","1 SCOTTS ROAD, #24-10 SHAW CENTRE, Singapore 228208","1995-08-29"
"University of New South Wales Alumni Association (Singapore Chapter)","","T00SS0138D","10 ANSON ROAD, #31-10 INTERNATIONAL PLAZA, Singapore 079903","2000-06-07"
"University of Newcastle Alumni (Singapore)","","T03SS0227J","100 VICTORIA STREET, #13-01 NATIONAL LIBRARY BUILDING, Singapore 188064","2003-11-08"
"University of Newcastle Upon Tyne Alumni (Singapore)","","S95SS0125D","67 Lucky Heights, Singapore 467621","1995-08-22"
"University of Oklahoma Club (Singapore)","","T05SS0110G","48 Canberra Drive, #02-15 Yishun Sapphire, Singapore 768437","2005-05-27"
"University of Pennsylvania Club","","S97SS0119D","132 Tagore Avenue, Singapore 787722","1997-10-20"
"University of Queensland Alumni Association (Singapore), The","","S96SS0188E","50 Raffles Place, #15-05/06 Singapore Land Tower, Singapore 048623","1996-11-18"
"University of Santo Tomas Alumni Chapter (Singapore) -  USTAC(S)","University of Santo Tomas Alumni Chapter (Singapore) USTAC(S)","T13SS0162F","6 WOODGROVE DRIVE, #01-18 WOODGROVE CONDOMINIUM, Singapore 738209","2013-09-28"
"University of Science & Technology of China Alumni Association (Singapore)","","T05SS0170D","10 ANSON ROAD, #15-14 INTERNATIONAL PLAZA, Singapore 079903","2005-07-26"
"University of Sheffield Alumni Association (Singapore)","","T02SS0067J","5 Jalan Bunga Raya, Singapore 329450","2002-05-25"
"University of South Australia Alumni Singapore","","T09SS0120K","9 RAFFLES PLACE, #32-00 REPUBLIC PLAZA, Singapore 048619","2009-06-08"
"University of Strathclyde Alumni Association","","T00SS0033L","177B Telok Ayer Street, Singapore 068625","2000-04-07"
"University of the Philippines Alumni Association (Singapore)","University of Philippines Alumni Association (Singapore)","T03SS0198E","15B SOMMERVILLE WALK, Singapore 358220","2003-12-10"
"University of Wisconsin Alumni Society (Singapore)","","T02SS0148H","130 THOMSON ROAD, #12-05 BIRMINGHAM MANSIONS, Singapore 307682","2002-08-28"
"University of Wollongong Alumni Association (Singapore Chapter)","","T02SS0105L","75 Pasir Ris Terrace, Singapore 518719","2002-06-20"
"University Staff Christian Fellowship","","S84SS0021K","5 Lower Kent Ridge Road, NUS Sheares Hall, Singapore 119074","1984-01-28"
"Unyon ng mga Arkitekto ng Pilipinas (Singapore Chapter)","","T11SS0037C","43 PASIR PANJANG ROAD, #-13 BAYANIHAN CENTRE, Singapore 118503","2011-02-16"
"Uplift Singapore","","T24SS0042B","8 BEDOK RESERVOIR VIEW, #04-25 THE CLEARWATER, Singapore 479235","2024-03-11"
"Upper Boon Keng Road Stallholders And Shopowners Association","","S93SS0045B","116 CHANGI ROAD, #01-03 WIS@CHANGI, Singapore 419718","1993-03-16"
"UPPER BOON KENG ROAD TUA PEK KONG","","T17SS0087C","105 SIMS AVENUE, #08-01 CHANCERLODGE COMPLEX, Singapore 387429","2017-05-16"
"Upper Changi Residents' Network","","T26SS0013D","1 PASIR RIS DRIVE 4, #01-08 PASIR RIS EAST COMMUNITY CLUB, Singapore 519457","2026-01-22"
"Upper Serangoon View Residents' Network","","T21SS0109G","35 HOUGANG AVENUE 3, HOUGANG COMMUNITY CLUB, Singapore 538840","2021-06-21"
"Upper Thomson Residents' Network","","T24SS0117B","200 LORONG 2 TOA PAYOH, TOA PAYOH WEST COMMUNITY CLUB, Singapore 319642","2024-09-19"
"UPSILON ETA CHAPTER","Sigma Theta Tau Honor Society of Nursing (Singapore)","T05SS0060H","10 MEDICAL DRIVE, MD 11, Alice Lee Centre for Nursing Studies, , Singapore 117597","2005-03-14"
"Urban Sports Collective","","T10SS0155G","29 HILLVIEW TERRACE, #04-03 HILLVIEW WAREHOUSE, Singapore 669245","2010-11-30"
"Urdu Development Society (Singapore)","","S92SS0125L","131 RANGOON ROAD, #-131A , Singapore 218409","1992-12-28"
"Urgen Dorjee Choling Buddhist Center","","T02SS0159J","27A TESSENSOHN ROAD, Singapore 217698","2002-08-20"
"Urological Association of Asia","","T03SS0167E","1 Hospital Drive, Singapore General Hospital Department of Urology, Singapore 169608","2003-10-15"
"Useful Badminton Party","","S62SS0007D","14 Poh Huat Drive, Singapore 546804","1962-06-05"
"USQ Singapore Alumni Chapter","","T09SS0207G","33 Ubi Avenue 3, #04-08 Vertex, Singapore 408868","2009-10-02"
"Utama","Junior Pyramid","S67SS0025C","2 Goodwood Hill, Singapore 258897","1967-12-18"
"Utility Dog Club (Singapore)","","T08SS0076D","170 UPPER BUKIT TIMAH ROAD, #12-02 Bukit Timah Shopping Centre, Singapore 588197","2008-03-13"
"Uttamayanmuni Buddhist Temple","","T08SS0022F","32B HONG SAN TERRACE, Singapore 688785","2008-03-18"
"UTTARAKHAND ASSOCIATION OF SINGAPORE","","T15SS0022E","33 UBI AVENUE 3, #08-68 VERTEX, Singapore 408868","2015-02-12"
"UTTARAKHAND CRICKET CLUB","","T16SS0195B","10B HOUGANG STREET 11, #05-38 THE MINTON, Singapore 534078","2016-11-07"
"UXSEA","","T17SS0018H","220 WESTWOOD AVENUE, #02-07 THE FLORAVALE, Singapore 648352","2017-01-31"
"V Society","","T18SS0108K","605 MACPHERSON ROAD, CITIMAC, Singapore 368239","2018-07-31"
"Va'a Association (Singapore","","T23SS0134H","32A DUNBAR WALK, FRANKEL ESTATE, Singapore 459323","2023-11-12"
"Va'a Team France Singapore","","T18SS0002K","53 JALAN RUMIA, Singapore 278004","2018-01-04"
"Vajra Buddhist Centre","","T05SS0111C","654A GEYLANG ROAD, Singapore 389584","2005-05-18"
"Vajracchedika Svahna (Asia Pacific) Association","","T14SS0037G","111 UBI AVENUE 4, CIVIC TERRACE WAREHOUSE, Singapore 408761","2014-03-10"
"Valley Eight Ball Association of Singapore","","T01SS0159D","3B River Valley Road, #01-01 Clarke Quay, Singapore 179024","2001-10-03"
"Valley Melody Residents' Network","","T22SS0151C","413 YISHUN RING ROAD, #01-1887  , Singapore 760413","2022-12-02"
"Value Collectors Club","","T21SS0163F","9 UBI LINK, #02-06 , Singapore 408549","2021-10-25"
"Value Investors Society","","T11SS0152B","10 Raeburn Park, #01-04 , Singapore 088702","2011-08-15"
"Value-Life Church (Singapore)","","T21SS0174G","12 ANG MO KIO CENTRAL 3, #19-18 GRANDEUR 8, Singapore 567746","2021-11-10"
"VANCOUVER UNIVERSITY ALUMNI (SINGAPORE)","","T06SS0207C","261 WATERLOO STREET, #04-36 WATERLOO CENTRE, Singapore 180261","2006-10-12"
"Vanda Ranchu Club","","T05SS0064C","375 Bukit Batok Street 31, #01-134 , Singapore 650375","2005-01-31"
"Vanquishers Hockey Club","","T15SS0087D","1 KAKI BUKIT AVENUE 3, #06-09 KB-1, Singapore 416087","2015-05-20"
"Varadhatus Ratanarama Association","Shwedagon Society (Singapore)","T04SS0120G","57 LORONG 4 GEYLANG, Singapore 399296","2004-05-22"
"VARIASI PERFORMING ARTS","","T08SS0064G","10 ANSON ROAD, #27-18 INTERNATIONAL PLAZA, Singapore 079903","2008-02-09"
"Varsity Christian Fellowship, Singapore, The","","S61SS0159G","10 Kent Ridge Crescent, National University Of Singapore, Singapore 119260","1961-08-31"
"Varsity Sports Club","","T19SS0098C","44 JALAN PARI KIKIS, PEAKVIEW ESTATE, Singapore 488574","2019-05-28"
"Varsity Winds","","T10SS0037J","71 BUKIT BATOK CRESCENT, PRESTIGE CENTRE, Singapore 658071","2010-02-18"
"VASAGAR VATTAM (SINGAPORE)","","T17SS0125E","8 LIM TECK KIM ROAD, Singapore 088937","2017-07-25"
"Vehicle Rental Association","","S87SS0062H","501 GUILLEMARD ROAD, Singapore 399840","1987-04-10"
"Veloster Owners Club (Singapore)","","T13SS0080L","253 ALEXANDRA ROAD, Singapore 159936","2013-05-08"
"VERDE CRESTA COMBINED SPORTS CLUB","Combined Schools Cresta Verde Football Club","T18SS0131J","880 UPPER BUKIT TIMAH ROAD, #06-04 THE LINEAR, Singapore 678181","2018-09-19"
"Vermillion Goldfish Club (Singapore)","","T03SS0117B","25 Hazel Park Terrace, #17-04 , Singapore 678948","2003-06-10"
"Veterans Football Club (Singapore)","","S91SS0081F","190 Clemenceau Avenue, #B1-00 , Singapore 239924","1991-08-13"
"Veterans Tennis Association (Singapore)","","S88SS0087C","101 Jalan Hitam Manis, Singapore 278509","1988-11-18"
"Vethathiri Maharishi Simplified Kundalini Yoga","STA-SKY Centre","T09SS0214B","21B CLEMENTI CRESCENT, CLEMENTI GARDENS, Singapore 599526","2009-10-08"
"Vexillological Society (Singapore)","","T20SS0124K","10 GOPENG STREET, #40-05 ICON, Singapore 078878","2020-08-26"
"VI Cheongsam Association","","T25SS0031F","3016 BEDOK NORTH AVENUE 4, #04-22 EASTECH, Singapore 489947","2025-03-06"
"Vibrant Music Society","","T15SS0200G","5 ST. GEORGE'S LANE, #07-187 , Singapore 320005","2015-12-01"
"Victoria Chorale","","T01SS0145D","52 ST. PATRICK'S ROAD, #02-08 ST. PATRICK'S RESIDENCES, Singapore 424217","2001-08-29"
"Victoria Institution Old Boys' Association (Singapore), The","","S63SS0023B","71 UBI CRESCENT, #08-01 EXCALIBUR CENTRE, Singapore 408571","1963-11-30"
"Victoria School Parent Support Group","","T01SS0024G","2 Siglap Link, Singapore 448880","2001-08-16"
"Victoria Street Wholesale Centre Merchants Association","","T00SS0158C","101 KALLANG AVENUE, #08-01 VICTORIA WHOLESALE CENTRE, Singapore 339508","2000-07-22"
"Victoria University Alumni Singapore Chapter","Victoria University of Technology Alumni Singapore Chapter","S97SS0174K","101 Upper Cross Street, #06-11 People's Park Centre, Singapore 058357","1997-11-14"
"Victoria Winds","","T25SS0022H","5 ZEHNDER ROAD, Singapore 117689","2025-02-20"
"Victory Church","King Jesus Centre Of Help Church","S93SS0029J","35 SELEGIE ROAD, #10-18 PARKLANE SHOPPING MALL, Singapore 188307","1993-03-27"
"Victory Harvest Church","","T01SS0163L","51 DESKER ROAD, #B1-01 GOLDEN ROYAL HOTEL, Singapore 209645","2001-08-08"
"Victory Life Church","New Hope Community Church","S90SS0091F","8 Burn Road, #08-02 Trivex, Singapore 369977","1990-09-14"
"VIETNAM SINGAPORE BUSINESS ASSOCIATION (VSBA)","The Vietnamese Chamber of Commerce (VietCham Singapore)","T19SS0025B","10 COLLYER QUAY, #07-10 OCEAN FINANCIAL CENTRE, Singapore 049315","2019-01-21"
"Vietnamese Association in Singapore","","T16SS0038B","18 SIN MING LANE, #07-13 MIDVIEW CITY, Singapore 573960","2016-03-04"
"VIETNAMESE EVANGELICAL CHURCH (SINGAPORE)","","T09SS0064A","495 MARGARET DRIVE, QUEENSTOWN BAPTIST CHURCH, Singapore 149305","2009-03-25"
"View Residents' Network","View Residents' Committee","S87SS0077D","343 UBI AVENUE 1, #01-1133 KAMPONG UBI VIEW, Singapore 400343","1987-02-12"
"Vijayanti Hockey Club","","T09SS0260K","4 Marine Vista, #04-53 Neptune Court, Singapore 449028","2009-12-15"
"Villa Verde Residents' Network","","T23SS0124C","20 CHOA CHU KANG STREET 52, #05-10 YEW TEE COMMUNITY BUILDING, Singapore 689286","2023-11-02"
"Vimalakirti Buddhist Centre","Cheng Beng Buddhist Society","S63SS0041J","20-24 Lorong 27-A Geylang, Singapore 388112","1963-07-17"
"Vipassana International Centre (Singapore)","","S99SS0063F","469 MACPHERSON ROAD, #03-03 , Singapore 368186","1999-06-17"
"Vipassana Meditation Centre (Singapore)","","S94SS0070J","268A BALESTIER ROAD, Singapore 329719","1994-09-20"
"Viriya Chan Buddhist Society","","T17SS0113H","160 Mariam Way, #02-03 Ballota Park Condominium, Singapore 507084","2017-07-04"
"Viriya Community Services","","T01SS0059B","72 Shrewsbury Road, Singapore 307837","2001-03-08"
"Vishwa Chetana Society (Singapore)","DIVINE SPARK (SINGAPORE)","T10SS0110G","16 SPRINGLEAF RISE, SPRINGLEAF GARDEN, Singapore 787996","2010-07-30"
"Vision Twenty-One Welfare Society","","S99SS0023H","57 Aliwal Street, Singapore 199333","1999-02-04"
"Vista Community Care","","T20SS0003B","10 SENNETT DRIVE, Singapore 466988","2020-01-06"
"Vista Oasis @ Bidadari Residents' Network","","T22SS0009K","6 POTONG PASIR AVENUE 2, POTONG PASIR COMMUNITY CLUB, Singapore 358361","2022-01-18"
"Vista Point 548 Merchant Association","","T08SS0085B","548 WOODLANDS DRIVE 44, #02-29 VISTA POINT, Singapore 730548","2008-05-08"
"Visual Arts Development Association (Singapore)","","T13SS0038J","134 HILLVIEW AVENUE, #06-08 HILLTOP GROVE, Singapore 669619","2013-03-08"
"Visual Arts Society of the Nanyang Technological University","NTI Visual Arts Society","S86SS0067E"," Nanyang Avenue, Nanyang Technological University, Singapore 639798","1986-08-30"
"Visual Communications Forum of Singapore","","T03SS0129K","8 TEMASEK BOULEVARD, #42-00 SUNTEC TOWER THREE, Singapore 038988","2003-09-10"
"Visual, Audio, Creative Content Professionals Association (Singapore)","","T21SS0092A","1 MARINA BOULEVARD, ONE MARINA BOULEVARD, Singapore 018989","2021-05-25"
"Visuddha Meditation Centre","","T03SS0062A","557 Upper Thomson Road, #04-16 Peirce View, Singapore 574418","2003-03-19"
"Viva Dragons Dragonboat Club","","T11SS0178K","50 SOUTH BUONA VISTA ROAD, #01-02 VISTA PARK, Singapore 118167","2011-10-07"
"VL-82","","T24SS0170E","280 OCEAN DRIVE, #02-04 THE COAST AT SENTOSA COVE, Singapore 098451","2025-02-27"
"Vocabella Singapore","","T23SS0023E","540 SIMS AVENUE, #03-05 SIMS AVENUE CENTRE, Singapore 387603","2023-02-16"
"Vocal Consort, The","","T05SS0226A","65B LORONG M TELOK KURAU, PALACIO, Singapore 423392","2005-08-15"
"VOICE OF MY GENERATION","","T15SS0212D","14 ROBINSON ROAD, FAR EAST FINANCE BUILDING, #08-01A, Singapore 048545","2015-12-10"
"Voices For Animals","","T14SS0132G","59 SUNGEI TENGAH ROAD, #02-39 , Singapore 699014","2014-08-11"
"Volleyball Association of Singapore","Singapore Volley Ball Association","S61SS0181K","3 STADIUM DRIVE, Singapore 397630","1961-11-04"
"Voluntarius (Singapore)","","T12SS0137K","12 KENSINGTON PARK DRIVE, #13-03 KENSINGTON PARK, Singapore 557325","2012-07-23"
"Volunteer Special Constabulary Sports and Welfare Association","Special Constabulary Sports and Welfare Association","S69SS0023K","391 New Bridge Rd, #08-00 Blk C Police Cantonment Complex, Singapore 088762","1969-02-11"
"Vortex Ultimate (Singapore)","","T16SS0095L","3 THONG SOON GREEN, Singapore 787309","2016-05-23"
"Vovinam Association of Singapore","","T19SS0183J","23 NEW INDUSTRIAL ROAD, #08-08 SOLSTICE BUSINESS CENTER, Singapore 536209","2019-08-21"
"Vue 8 Residents' Network","","T21SS0153A","93 PASIR RIS DRIVE 3, PASIR RIS ELIAS COMMUNITY CLUB, Singapore 519498","2021-09-22"
"WA E-Sports Association","","T08SS0039E","533 CHOA CHU KANG STREET 51, #01-25 LimBang Shopping Centre, Singapore 680533","2008-01-05"
"Wah Lim Association","","S35SS0002H","102 Yishun Avenue 5, #03-109 , Singapore 760102","1935-01-09"
"Wah Sn-Ua Teng","","S66SS0005K","95 Frankel Avenue, Singapore 458221","1966-02-15"
"Wah Sua Keng Temple","","S88SS0043K","596 Yishun Ring Road, Singapore 768691","1988-07-07"
"Wai San Buddhist Society, Singapore","Wai San Hock Fat Pak Yip Society, Singapore","S73SS0002K","164 Bedok Road, Singapore 469412","1973-08-14"
"Waidangong Federation (Singapore)","","T04SS0232F","72 Jalan Songket, Singapore 537443","2004-10-18"
"Waidangong Research Society Singapore, The","Waitankung Research Society Singapore","S85SS0061B","40 HOLLAND DRIVE, #01-27 , Singapore 270040","1985-08-10"
"Wake Sports Singapore","","T20SS0130J","1 KAKI BUKIT ROAD 1, #04-47 ENTERPRISE ONE, Singapore 415934","2020-09-03"
"Waldorf Steiner Education Association (Singapore)","","T03SS0078D","72 JALAN SENANG, Singapore 418371","2003-04-29"
"Walking Football Association","","T15SS0086H","8 Marine Vista, #13-31 , Singapore 449032","2015-05-20"
"Wan Min Community Services","","T02SS0215G","45A MACPHERSON ROAD, SENNETT ESTATE, Singapore 348470","2002-10-30"
"WAN TIAN FU TEMPLE","","T12SS0100A","50 SERANGOON NORTH AVENUE 4, #02-03 FIRST CENTRE, Singapore 555856","2012-06-05"
"Wan Xian Miao Dragon & Lion Dance Association","","T08SS0248G","14 JALAN TAMPANG, SEMBAWANG GARDEN ARCADE, Singapore 758958","2008-12-30"
"WAN XIAN MIAO TEMPLE","","T13SS0215D","98T REDHILL CLOSE, CHIN LENG KENG CHINESE TEMPLE, Singapore 158900","2013-12-16"
"Wan Yuan Cang Si Society","","S86SS0039D","20 & 22 Guan Soon Avenue, Singapore 489598","1986-05-02"
"WANDERERS CRICKET CLUB","","T04SS0076F","35 KALLANG PUDDING ROAD, #07-11 TONG LEE BUILDING, Singapore 349314","2004-01-21"
"Wanderers Rugby Football Club","","S96SS0148G","39 PASIR PANJANG DRIVE, EALING PARK, Singapore 118930","1996-09-04"
"Wandervale Residents' Network","","T19SS0107H","35 TECK WHYE AVENUE, CHUA CHU KANG COMMUNITY CLUB, Singapore 688892","2019-06-10"
"WANG FU GONG TAOISM ASSOCIATION","","T09SS0043F","15 YISHUN INDUSTRIAL STREET 1, #08-09 WIN 5, Singapore 768091","2009-03-02"
"Wang Xiang Tang Exercise & Lion Dance Troupe","","S87SS0031H","21 Lorong 40 Geylang Road, Singapore 398067","1987-02-21"
"Wargaming Association (Singapore)","","T15SS0099A","17 Chin Bee Crescent, Singapore 619898","2015-06-22"
"Warren Golf & Country Club","The Warren Golf & Country Club","S71SS0048G","81 Choa Chu Kang Way, Singapore 688263","1971-07-05"
"WARRIORS CRICKET CLUB","","T12SS0005A","141 CECIL STREET, #08-04 TUNG ANN ASSOCIATION BUILDING, Singapore 069541","2011-12-28"
"Warriors Football Club (S)","Singapore Armed Forces Football Club","S96SS0095J","1 Choa Chu Kang St 53, #02-05 Choa Chu Kang Stadium, Singapore 689236","1996-01-16"
"WARWICK KNIGHTS FOOTBALL CLUB.","","T12SS0180H","60 KAKI BUKIT PLACE, #02-10 EUNOS TECHPARK, Singapore 415979","2012-09-20"
"Waste Management and Recycling Association of Singapore","","T01SS0141J","28 KRANJI LOOP, #06-09 KRANJI GREEN, Singapore 739571","2001-08-08"
"Wat Ananda Youth","Ananda Metyarama Buddhist Youth Circle, The","S66SS0043E","50-A Jalan Bukit Merah, Singapore 169545","1966-11-23"
"Wat Boonyaram","","T17SS0212C","8 LORONG 25 GEYLANG, Singapore 388290","2017-10-31"
"Wat Patthar Buddhist Society","","S93SS0161H","11 WOODLANDS CLOSE, #08-29 WOODLANDS 11, Singapore 737853","1993-11-09"
"Wat Samnak Poh Pu Lersi Na Lai(Buddhist)","Wat Samnak Poh Pu Lersi Na Lai","T07SS0033B","21 OLD AIRPORT ROAD, #01-101 , Singapore 390021","2007-01-07"
"Wataboshi Movement","","S96SS0020E","23 Telok Blangah Crescent, #01-40 , Singapore 090023","1996-01-27"
"Water Polo Association (Singapore)","","T08SS0228H","140 PAYA LEBAR ROAD, #07-05 A-Z BUILDING, Singapore 409015","2008-11-06"
"Watercolours Residents' Network","","T19SS0160L","1 PASIR RIS DRIVE 4, #01-08 PASIR RIS EAST COMMUNITY CLUB, Singapore 519457","2019-08-01"
"Waterproofing Trades Association (Singapore)","","T03SS0211F","10 Admiralty St, #06-29 Northlink Building, Singapore 757695","2003-08-26"
"Waterski and Wakesports SG","","T20SS0066J","34A WATTEN VIEW, WATTEN HILL, Singapore 287160","2020-04-30"
"Waterview Residents' Network","","T26SS0061D","5 TAMPINES AVENUE 3, TAMPINES WEST COMMUNITY CLUB, Singapore 529705","2026-04-02"
